date_created,location,measurement,value
07/08/2020,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,pH,7.5
07/08/2020,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,Kiềm(mg/l),120
07/08/2020,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,Nhiệt độ nước (oC),29
07/08/2020,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Độ mặn(‰),5
07/08/2020,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,pH,8.0
07/08/2020,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Kiềm(mg/l),90
07/08/2020,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Nhiệt độ nước (oC),29
07/08/2020,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Độ mặn(‰),4
07/08/2020,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),pH,8.2
07/08/2020,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Kiềm(mg/l),120
07/08/2020,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Nhiệt độ nước (oC),31
07/08/2020,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Độ mặn(‰),12
07/08/2020,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),pH,8.0
07/08/2020,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Kiềm(mg/l),90
07/08/2020,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Nhiệt độ nước (oC),30
07/08/2020,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Độ mặn(‰),7
07/08/2020,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,pH,8.5
07/08/2020,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Kiềm(mg/l),120
07/08/2020,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Nhiệt độ nước (oC),27
07/08/2020,Cống La Bang - Đôn Châu - Duyên Hải,Độ mặn(‰),5
07/08/2020,Cống La Bang - Đôn Châu - Duyên Hải,pH,7.5
07/08/2020,Cống La Bang - Đôn Châu - Duyên Hải,Kiềm(mg/l),70
07/08/2020,Cống La Bang - Đôn Châu - Duyên Hải,Nhiệt độ nước (oC),30
07/08/2020,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Độ mặn(‰),15
07/08/2020,Bến đò Phước Thiện - Đông Hải - Duyên Hải,pH,7.0
07/08/2020,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Kiềm(mg/l),70
07/08/2020,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Nhiệt độ nước (oC),28
07/08/2020,Vàm Trà Kha - Định An - Trà Cú,Độ mặn(‰),2
07/08/2020,Vàm Trà Kha - Định An - Trà Cú,pH,7.9
07/08/2020,Vàm Trà Kha - Định An - Trà Cú,Kiềm(mg/l),70
07/08/2020,Vàm Trà Kha - Định An - Trà Cú,Nhiệt độ nước (oC),29
07/08/2020,HTX nghêu Thành Đạt - Hiệp Thạnh - TX. Duyên Hải,Độ mặn(‰),8
07/08/2020,HTX nghêu Thành Đạt - Hiệp Thạnh - TX. Duyên Hải,pH,7.5
07/08/2020,HTX nghêu Thành Đạt - Hiệp Thạnh - TX. Duyên Hải,Kiềm(mg/l),80
07/08/2020,HTX nghêu Thành Đạt - Hiệp Thạnh - TX. Duyên Hải,Nhiệt độ nước (oC),28
07/08/2020,HTX nghêu Thành Công - Mỹ Long Nam - Cầu Ngang,Độ mặn(‰),10
07/08/2020,HTX nghêu Thành Công - Mỹ Long Nam - Cầu Ngang,pH,8.0
07/08/2020,HTX nghêu Thành Công - Mỹ Long Nam - Cầu Ngang,Kiềm(mg/l),110
07/08/2020,HTX nghêu Thành Công - Mỹ Long Nam - Cầu Ngang,Nhiệt độ nước (oC),31
09/05/2017,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),Độ mặn(‰),5
09/05/2017,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),pH,7.5
09/05/2017,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),Kiềm(mg/l),90
09/05/2017,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),NH4/NH3(mg/l),0.009
09/05/2017,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),Nhiệt độ (0C),29
09/05/2017,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),Virus gây bệnhđốm trắng,Không nhiễm
09/05/2017,Bến phà Bãi Vàng - Hưng Mỹ - Châu Thành,Độ mặn(‰),1
09/05/2017,Bến phà Bãi Vàng - Hưng Mỹ - Châu Thành,pH,7.0
09/05/2017,Bến phà Bãi Vàng - Hưng Mỹ - Châu Thành,Kiềm(mg/l),72
09/05/2017,Bến phà Bãi Vàng - Hưng Mỹ - Châu Thành,NH4/NH3(mg/l),0
09/05/2017,Bến phà Bãi Vàng - Hưng Mỹ - Châu Thành,Nhiệt độ (0C),31
09/05/2017,Bến phà Bãi Vàng - Hưng Mỹ - Châu Thành,Virus gây bệnhđốm trắng,
09/05/2017,Sông Vinh Kim – Cầu Ngang (gần Cầu Vinh Kim),Độ mặn(‰),0
09/05/2017,Sông Vinh Kim – Cầu Ngang (gần Cầu Vinh Kim),pH,7.5
09/05/2017,Sông Vinh Kim – Cầu Ngang (gần Cầu Vinh Kim),Kiềm(mg/l),72
09/05/2017,Sông Vinh Kim – Cầu Ngang (gần Cầu Vinh Kim),NH4/NH3(mg/l),0
09/05/2017,Sông Vinh Kim – Cầu Ngang (gần Cầu Vinh Kim),Nhiệt độ (0C),27
09/05/2017,Sông Vinh Kim – Cầu Ngang (gần Cầu Vinh Kim),Virus gây bệnhđốm trắng,Không nhiễm
09/05/2017,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Độ mặn(‰),14
09/05/2017,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),pH,8.0
09/05/2017,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Kiềm(mg/l),90
09/05/2017,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),NH4/NH3(mg/l),0
09/05/2017,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Nhiệt độ (0C),29
09/05/2017,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Virus gây bệnhđốm trắng,Không nhiễm
09/05/2017,Cống Thâu Râu -Mỹ LongNam- Cầu Ngang,Độ mặn(‰),19
09/05/2017,Cống Thâu Râu -Mỹ LongNam- Cầu Ngang,pH,7.0
09/05/2017,Cống Thâu Râu -Mỹ LongNam- Cầu Ngang,Kiềm(mg/l),90
09/05/2017,Cống Thâu Râu -Mỹ LongNam- Cầu Ngang,NH4/NH3(mg/l),0
09/05/2017,Cống Thâu Râu -Mỹ LongNam- Cầu Ngang,Nhiệt độ (0C),30
09/05/2017,Cống Thâu Râu -Mỹ LongNam- Cầu Ngang,Virus gây bệnhđốm trắng,Không nhiễm
09/05/2017,Cống Ba Diệp - Thạnh Hòa Sơn - Cầu Ngang,Độ mặn(‰),7
09/05/2017,Cống Ba Diệp - Thạnh Hòa Sơn - Cầu Ngang,pH,7.5
09/05/2017,Cống Ba Diệp - Thạnh Hòa Sơn - Cầu Ngang,Kiềm(mg/l),107
09/05/2017,Cống Ba Diệp - Thạnh Hòa Sơn - Cầu Ngang,NH4/NH3(mg/l),0.009
09/05/2017,Cống Ba Diệp - Thạnh Hòa Sơn - Cầu Ngang,Nhiệt độ (0C),29
09/05/2017,Cống Ba Diệp - Thạnh Hòa Sơn - Cầu Ngang,Virus gây bệnhđốm trắng,
09/05/2017,Sông Láng Chim - Duyên Hải (Cầu Láng Chim),Độ mặn(‰),20
09/05/2017,Sông Láng Chim - Duyên Hải (Cầu Láng Chim),pH,8.0
09/05/2017,Sông Láng Chim - Duyên Hải (Cầu Láng Chim),Kiềm(mg/l),125
09/05/2017,Sông Láng Chim - Duyên Hải (Cầu Láng Chim),NH4/NH3(mg/l),0
09/05/2017,Sông Láng Chim - Duyên Hải (Cầu Láng Chim),Nhiệt độ (0C),31
09/05/2017,Sông Láng Chim - Duyên Hải (Cầu Láng Chim),Virus gây bệnhđốm trắng,
09/05/2017,Cầu Ba Động - Duyên Hải,Độ mặn(‰),20
09/05/2017,Cầu Ba Động - Duyên Hải,pH,8.0
09/05/2017,Cầu Ba Động - Duyên Hải,Kiềm(mg/l),125
09/05/2017,Cầu Ba Động - Duyên Hải,NH4/NH3(mg/l),0
09/05/2017,Cầu Ba Động - Duyên Hải,Nhiệt độ (0C),31
09/05/2017,Cầu Ba Động - Duyên Hải,Virus gây bệnhđốm trắng,
09/05/2017,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Độ mặn(‰),21
09/05/2017,Bến đò Phước Thiện - Đông Hải - Duyên Hải,pH,7.5
09/05/2017,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Kiềm(mg/l),107
09/05/2017,Bến đò Phước Thiện - Đông Hải - Duyên Hải,NH4/NH3(mg/l),0
09/05/2017,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Nhiệt độ (0C),29
09/05/2017,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Virus gây bệnhđốm trắng,
09/05/2017,Cống La Bang - Đôn Châu - Duyên Hải,Độ mặn(‰),14
09/05/2017,Cống La Bang - Đôn Châu - Duyên Hải,pH,7.5
09/05/2017,Cống La Bang - Đôn Châu - Duyên Hải,Kiềm(mg/l),72
09/05/2017,Cống La Bang - Đôn Châu - Duyên Hải,NH4/NH3(mg/l),0
09/05/2017,Cống La Bang - Đôn Châu - Duyên Hải,Nhiệt độ (0C),29
09/05/2017,Cống La Bang - Đôn Châu - Duyên Hải,Virus gây bệnhđốm trắng,Không nhiễm
09/05/2017,Sông Long Toàn - Duyên Hải (gần cầu Long Toàn),Độ mặn(‰),20
09/05/2017,Sông Long Toàn - Duyên Hải (gần cầu Long Toàn),pH,8.5
09/05/2017,Sông Long Toàn - Duyên Hải (gần cầu Long Toàn),Kiềm(mg/l),72
09/05/2017,Sông Long Toàn - Duyên Hải (gần cầu Long Toàn),NH4/NH3(mg/l),0
09/05/2017,Sông Long Toàn - Duyên Hải (gần cầu Long Toàn),Nhiệt độ (0C),29
09/05/2017,Sông Long Toàn - Duyên Hải (gần cầu Long Toàn),Virus gây bệnhđốm trắng,Không nhiễm
09/05/2017,Cầu Kênh Đào – Long Vĩnh – Duyên Hải,Độ mặn(‰),12
09/05/2017,Cầu Kênh Đào – Long Vĩnh – Duyên Hải,pH,8.2
09/05/2017,Cầu Kênh Đào – Long Vĩnh – Duyên Hải,Kiềm(mg/l),107
09/05/2017,Cầu Kênh Đào – Long Vĩnh – Duyên Hải,NH4/NH3(mg/l),0.03
09/05/2017,Cầu Kênh Đào – Long Vĩnh – Duyên Hải,Nhiệt độ (0C),29
09/05/2017,Cầu Kênh Đào – Long Vĩnh – Duyên Hải,Virus gây bệnhđốm trắng,Không nhiễm
09/05/2017,Vàm Láng Nước - Hiệp Thạnh - Duyên Hải,Độ mặn(‰),13
09/05/2017,Vàm Láng Nước - Hiệp Thạnh - Duyên Hải,pH,8.0
09/05/2017,Vàm Láng Nước - Hiệp Thạnh - Duyên Hải,Kiềm(mg/l),90
09/05/2017,Vàm Láng Nước - Hiệp Thạnh - Duyên Hải,NH4/NH3(mg/l),0
09/05/2017,Vàm Láng Nước - Hiệp Thạnh - Duyên Hải,Nhiệt độ (0C),31
09/05/2017,Vàm Láng Nước - Hiệp Thạnh - Duyên Hải,Virus gây bệnhđốm trắng,Không nhiễm
09/05/2017,Vàm Trà Kha - Định An - Trà Cú,Độ mặn(‰),3.2
09/05/2017,Vàm Trà Kha - Định An - Trà Cú,pH,8.0
09/05/2017,Vàm Trà Kha - Định An - Trà Cú,Kiềm(mg/l),125
09/05/2017,Vàm Trà Kha - Định An - Trà Cú,NH4/NH3(mg/l),0.27
09/05/2017,Vàm Trà Kha - Định An - Trà Cú,Nhiệt độ (0C),31
09/05/2017,Vàm Trà Kha - Định An - Trà Cú,Virus gây bệnhđốm trắng,
09/05/2017,Cống Đại An -Trà Cú,Độ mặn(‰),0.4
09/05/2017,Cống Đại An -Trà Cú,pH,7.5
09/05/2017,Cống Đại An -Trà Cú,Kiềm(mg/l),72
09/05/2017,Cống Đại An -Trà Cú,NH4/NH3(mg/l),0.009
09/05/2017,Cống Đại An -Trà Cú,Nhiệt độ (0C),31
09/05/2017,Cống Đại An -Trà Cú,Virus gây bệnhđốm trắng,
07/04/2023,Sông Cổ Chiên - Châu Thành (Cầu Rạch Gốc),Độ mặn(‰),5
07/04/2023,Sông Cổ Chiên - Châu Thành (Cầu Rạch Gốc),pH,8.0
07/04/2023,Sông Cổ Chiên - Châu Thành (Cầu Rạch Gốc),Kiềm(mg/l),90
07/04/2023,Sông Cổ Chiên - Châu Thành (Cầu Rạch Gốc),Oxy (mg/l),3.0
07/04/2023,Sông Cổ Chiên - Châu Thành (Cầu Rạch Gốc),Nhiệt độ nước (oC),29
07/04/2023,Bến phà Long Hưng - Hòa Minh - Châu Thành,Độ mặn(‰),6
07/04/2023,Bến phà Long Hưng - Hòa Minh - Châu Thành,pH,7.5
07/04/2023,Bến phà Long Hưng - Hòa Minh - Châu Thành,Kiềm(mg/l),90
07/04/2023,Bến phà Long Hưng - Hòa Minh - Châu Thành,Oxy (mg/l),4.0
07/04/2023,Bến phà Long Hưng - Hòa Minh - Châu Thành,Nhiệt độ nước (oC),29
07/04/2023,Sông Vinh Kim - Cầu Ngang,Độ mặn(‰),2
07/04/2023,Sông Vinh Kim - Cầu Ngang,pH,7.5
07/04/2023,Sông Vinh Kim - Cầu Ngang,Kiềm(mg/l),72
07/04/2023,Sông Vinh Kim - Cầu Ngang,Oxy (mg/l),3.0
07/04/2023,Sông Vinh Kim - Cầu Ngang,Nhiệt độ nước (oC),29
07/04/2023,Sông Hiệp Mỹ - Cầu Ngang (gần Cầu Hiệp Mỹ),Độ mặn(‰),12
07/04/2023,Sông Hiệp Mỹ - Cầu Ngang (gần Cầu Hiệp Mỹ),pH,7.5
07/04/2023,Sông Hiệp Mỹ - Cầu Ngang (gần Cầu Hiệp Mỹ),Kiềm(mg/l),107
07/04/2023,Sông Hiệp Mỹ - Cầu Ngang (gần Cầu Hiệp Mỹ),Oxy (mg/l),4.0
07/04/2023,Sông Hiệp Mỹ - Cầu Ngang (gần Cầu Hiệp Mỹ),Nhiệt độ nước (oC),29
07/04/2023,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,Độ mặn(‰),19
07/04/2023,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,pH,7.5
07/04/2023,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,Kiềm(mg/l),90
07/04/2023,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,Oxy (mg/l),4.0
07/04/2023,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,Nhiệt độ nước (oC),30
07/04/2023,HTX nghêu Thành Công - Mỹ Long Nam - Cầu Ngang,Độ mặn(‰),21
07/04/2023,HTX nghêu Thành Công - Mỹ Long Nam - Cầu Ngang,pH,8.0
07/04/2023,HTX nghêu Thành Công - Mỹ Long Nam - Cầu Ngang,Kiềm(mg/l),90
07/04/2023,HTX nghêu Thành Công - Mỹ Long Nam - Cầu Ngang,Oxy (mg/l),3.0
07/04/2023,HTX nghêu Thành Công - Mỹ Long Nam - Cầu Ngang,Nhiệt độ nước (oC),29
07/04/2023,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Độ mặn(‰),18
07/04/2023,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,pH,8.0
07/04/2023,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Kiềm(mg/l),90
07/04/2023,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Oxy (mg/l),3.0
07/04/2023,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Nhiệt độ nước (oC),30
07/04/2023,HTX nghêu Thành Đạt - Hiệp Thạnh – TX. Duyên Hải,Độ mặn(‰),17
07/04/2023,HTX nghêu Thành Đạt - Hiệp Thạnh – TX. Duyên Hải,pH,8.5
07/04/2023,HTX nghêu Thành Đạt - Hiệp Thạnh – TX. Duyên Hải,Kiềm(mg/l),107
07/04/2023,HTX nghêu Thành Đạt - Hiệp Thạnh – TX. Duyên Hải,Oxy (mg/l),4.0
07/04/2023,HTX nghêu Thành Đạt - Hiệp Thạnh – TX. Duyên Hải,Nhiệt độ nước (oC),31
07/04/2023,Sông Long Toàn - TX. Duyên Hải (Cầu Long Toàn),Độ mặn(‰),23
07/04/2023,Sông Long Toàn - TX. Duyên Hải (Cầu Long Toàn),pH,7.5
07/04/2023,Sông Long Toàn - TX. Duyên Hải (Cầu Long Toàn),Kiềm(mg/l),90
07/04/2023,Sông Long Toàn - TX. Duyên Hải (Cầu Long Toàn),Oxy (mg/l),4.0
07/04/2023,Sông Long Toàn - TX. Duyên Hải (Cầu Long Toàn),Nhiệt độ nước (oC),31
07/04/2023,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Độ mặn(‰),20
07/04/2023,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,pH,8.5
07/04/2023,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Kiềm(mg/l),90
07/04/2023,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Oxy (mg/l),3.0
07/04/2023,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Nhiệt độ nước (oC),29
07/04/2023,Cống La Bang - Đôn Châu - Duyên Hải,Độ mặn(‰),12
07/04/2023,Cống La Bang - Đôn Châu - Duyên Hải,pH,7.5
07/04/2023,Cống La Bang - Đôn Châu - Duyên Hải,Kiềm(mg/l),90
07/04/2023,Cống La Bang - Đôn Châu - Duyên Hải,Oxy (mg/l),3.0
07/04/2023,Cống La Bang - Đôn Châu - Duyên Hải,Nhiệt độ nước (oC),30
07/04/2023,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Độ mặn(‰),26
07/04/2023,Bến đò Phước Thiện - Đông Hải - Duyên Hải,pH,7.5
07/04/2023,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Kiềm(mg/l),107
07/04/2023,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Oxy (mg/l),3.0
07/04/2023,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Nhiệt độ nước (oC),28
13/09/2019,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Độ mặn(‰),2
13/09/2019,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),pH,7.5
13/09/2019,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Kiềm(mg/l),80
13/09/2019,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),NH4/NH3(mg/l),0
13/09/2019,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Nhiệt độ (0C),28
13/09/2019,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Virus gây bệnhđốm trắng,Nhiễm bệnh
13/09/2019,Cống Thâu Râu -Mỹ LongNam- Cầu Ngang,Độ mặn(‰),3
13/09/2019,Cống Thâu Râu -Mỹ LongNam- Cầu Ngang,pH,7.5
13/09/2019,Cống Thâu Râu -Mỹ LongNam- Cầu Ngang,Kiềm(mg/l),90
13/09/2019,Cống Thâu Râu -Mỹ LongNam- Cầu Ngang,NH4/NH3(mg/l),0
13/09/2019,Cống Thâu Râu -Mỹ LongNam- Cầu Ngang,Nhiệt độ (0C),28
13/09/2019,Cống Thâu Râu -Mỹ LongNam- Cầu Ngang,Virus gây bệnhđốm trắng,Nhiễm bệnh
13/09/2019,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Độ mặn(‰),3
13/09/2019,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,pH,8.0
13/09/2019,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Kiềm(mg/l),90
13/09/2019,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,NH4/NH3(mg/l),0
13/09/2019,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Nhiệt độ (0C),28
13/09/2019,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Virus gây bệnhđốm trắng,Nhiễm bệnh
13/09/2019,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Độ mặn(‰),5
13/09/2019,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),pH,8.0
13/09/2019,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Kiềm(mg/l),90
13/09/2019,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),NH4/NH3(mg/l),0
13/09/2019,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Nhiệt độ (0C),29
13/09/2019,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Virus gây bệnhđốm trắng,Nhiễm bệnh
13/09/2019,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Độ mặn(‰),2
13/09/2019,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,pH,8.0
13/09/2019,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Kiềm(mg/l),80
13/09/2019,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,NH4/NH3(mg/l),0
13/09/2019,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Nhiệt độ (0C),28
13/09/2019,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Virus gây bệnhđốm trắng,
13/09/2019,Cống La Bang - Đôn Châu - Duyên Hải,Độ mặn(‰),0
13/09/2019,Cống La Bang - Đôn Châu - Duyên Hải,pH,7.0
13/09/2019,Cống La Bang - Đôn Châu - Duyên Hải,Kiềm(mg/l),70
13/09/2019,Cống La Bang - Đôn Châu - Duyên Hải,NH4/NH3(mg/l),0
13/09/2019,Cống La Bang - Đôn Châu - Duyên Hải,Nhiệt độ (0C),29
13/09/2019,Cống La Bang - Đôn Châu - Duyên Hải,Virus gây bệnhđốm trắng,Nhiễm bệnh
13/09/2019,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Độ mặn(‰),10
13/09/2019,Bến đò Phước Thiện - Đông Hải - Duyên Hải,pH,7.5
13/09/2019,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Kiềm(mg/l),80
13/09/2019,Bến đò Phước Thiện - Đông Hải - Duyên Hải,NH4/NH3(mg/l),0
13/09/2019,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Nhiệt độ (0C),28
13/09/2019,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Virus gây bệnhđốm trắng,
13/09/2019,HTX nghêu Thành Đạt - Hiệp Thạnh - TX.DH,Độ mặn(‰),3
13/09/2019,HTX nghêu Thành Đạt - Hiệp Thạnh - TX.DH,pH,7.5
13/09/2019,HTX nghêu Thành Đạt - Hiệp Thạnh - TX.DH,Kiềm(mg/l),60
13/09/2019,HTX nghêu Thành Đạt - Hiệp Thạnh - TX.DH,NH4/NH3(mg/l),0
13/09/2019,HTX nghêu Thành Đạt - Hiệp Thạnh - TX.DH,Nhiệt độ (0C),27
13/09/2019,HTX nghêu Thành Đạt - Hiệp Thạnh - TX.DH,Virus gây bệnhđốm trắng,
27/07/2021,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),Độ mặn(‰),1
27/07/2021,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),pH,7.5
27/07/2021,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),Kiềm(mg/l),54
27/07/2021,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),Nhiệt độ nước (oC),27
27/07/2021,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Độ mặn(‰),4
27/07/2021,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),pH,8.0
27/07/2021,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Kiềm(mg/l),107
27/07/2021,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Nhiệt độ nước (oC),29
27/07/2021,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,Độ mặn(‰),4
27/07/2021,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,pH,7.5
27/07/2021,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,Kiềm(mg/l),72
27/07/2021,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,Nhiệt độ nước (oC),27
27/07/2021,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Độ mặn(‰),4
27/07/2021,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,pH,7.5
27/07/2021,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Kiềm(mg/l),72
27/07/2021,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Nhiệt độ nước (oC),27
27/07/2021,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Độ mặn(‰),10
27/07/2021,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),pH,8.5
27/07/2021,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Kiềm(mg/l),90
27/07/2021,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Nhiệt độ nước (oC),30
27/07/2021,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Độ mặn(‰),6
27/07/2021,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,pH,7.5
27/07/2021,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Kiềm(mg/l),90
27/07/2021,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Nhiệt độ nước (oC),28
27/07/2021,Cống La Bang - Đôn Châu - Duyên Hải,Độ mặn(‰),5
27/07/2021,Cống La Bang - Đôn Châu - Duyên Hải,pH,7.0
27/07/2021,Cống La Bang - Đôn Châu - Duyên Hải,Kiềm(mg/l),72
27/07/2021,Cống La Bang - Đôn Châu - Duyên Hải,Nhiệt độ nước (oC),29
27/07/2021,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Độ mặn(‰),10
27/07/2021,Bến đò Phước Thiện - Đông Hải - Duyên Hải,pH,7.5
27/07/2021,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Kiềm(mg/l),90
27/07/2021,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Nhiệt độ nước (oC),28
27/07/2021,HTX nghêu Thành Đạt - Hiệp Thạnh - TX. Duyên Hải,Độ mặn(‰),10
27/07/2021,HTX nghêu Thành Đạt - Hiệp Thạnh - TX. Duyên Hải,pH,8.0
27/07/2021,HTX nghêu Thành Đạt - Hiệp Thạnh - TX. Duyên Hải,Kiềm(mg/l),90
27/07/2021,HTX nghêu Thành Đạt - Hiệp Thạnh - TX. Duyên Hải,Nhiệt độ nước (oC),30
19/03/2019,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),Độ mặn(‰),4
19/03/2019,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),pH,7.5
19/03/2019,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),Kiềm(mg/l),70
19/03/2019,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),NH4/NH3(mg/l),0
19/03/2019,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),Nhiệt độ (0C),29
19/03/2019,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),Virus gây bệnhđốm trắng,Không nhiễm
